lam,wall_time(s)
1.35,4059.040000
1.35,4063.510000
1.35,4067.240000
1.35,4088.490000
1.35,4091.010000
1.35,4094.740000
1.35,4096.740000
1.35,4105.610000
1.35,4117.000000
1.35,4131.410000
1.35,4146.720000
1.35,4419.150000
1.35,4431.300000
1.35,4450.930000
1.35,4480.250000
1.35,4495.460000
1.35,4499.570000
1.35,4508.750000
1.35,4516.500000
1.35,4519.950000
1.35,4539.270000
1.35,4546.320000
1.35,4549.200000
1.35,4557.420000
1.35,4560.380000
1.35,4560.770000
1.35,4568.010000
1.35,4575.580000
1.35,4580.770000
1.35,4581.890000
1.35,4584.560000
1.35,4585.070000
1.35,4586.300000
1.35,4590.370000
1.35,4593.500000
1.35,4594.890000
1.35,4597.700000
1.35,4598.660000
1.35,4600.140000
1.35,4600.930000
1.35,4603.210000
1.35,4605.950000
1.35,4607.750000
1.35,4608.240000
1.35,4608.920000
1.35,4610.650000
1.35,4613.540000
1.35,4637.180000
1.35,4639.540000
1.35,4640.080000
1.35,4643.130000
1.35,4660.950000
1.35,4703.200000
1.35,4730.370000
1.35,4837.040000
1.35,4913.860000
1.35,4956.400000
1.35,5054.670000
1.35,5088.030000
1.35,5300.090000
1.35,5324.280000
1.35,5345.500000
1.35,5364.000000
1.35,5377.720000
1.35,5388.180000
1.35,5398.700000
1.35,5414.970000
1.35,5426.830000
1.35,5431.870000
1.35,5437.750000
1.35,5440.670000
1.35,5449.500000
1.35,5453.830000
1.35,5456.330000
1.35,5464.620000
1.35,5475.510000
1.35,5491.580000
1.35,5496.100000
1.35,5514.390000
1.35,5516.360000
1.35,5588.060000
1.35,5616.520000
1.35,5737.570000
1.35,5808.360000
1.35,5817.490000
1.35,5818.470000
1.35,5826.560000
1.35,5833.660000
1.35,5939.880000
1.4,4478.720000
1.4,4479.740000
1.4,4527.690000
1.4,4578.780000
1.4,4591.040000
1.4,4598.500000
1.4,4599.400000
1.4,4601.270000
1.4,4627.990000
1.4,4634.310000
1.4,4648.490000
1.4,4651.400000
1.4,4691.380000
1.4,5070.890000
1.4,5170.410000
1.4,5186.450000
1.4,5187.480000
1.4,5197.790000
1.4,5198.930000
1.4,5199.880000
1.4,5207.160000
1.4,5220.540000
1.4,5225.900000
1.4,5226.530000
1.4,5234.820000
1.4,5234.920000
1.4,5236.600000
1.4,5243.410000
1.4,5246.210000
1.4,5248.940000
1.4,5252.820000
1.4,5253.460000
1.4,5254.840000
1.4,5266.460000
1.4,5266.920000
1.4,5268.010000
1.4,5269.550000
1.4,5273.230000
1.4,5274.460000
1.4,5275.370000
1.4,5276.610000
1.4,5278.370000
1.4,5278.460000
1.4,5279.840000
1.4,5287.720000
1.4,5288.080000
1.4,5289.100000
1.4,5289.570000
1.4,5291.720000
1.4,5293.270000
1.4,5294.910000
1.4,5296.930000
1.4,5300.410000
1.4,5302.560000
1.4,5305.670000
1.4,5305.900000
1.4,5310.070000
1.4,5313.410000
1.4,5314.800000
1.4,5316.230000
1.4,5317.440000
1.4,5322.600000
1.4,5324.790000
1.4,5329.880000
1.4,5330.210000
1.4,5334.250000
1.4,5337.800000
1.4,5347.290000
1.4,5354.370000
1.4,5355.020000
1.4,5356.340000
1.4,5382.020000
1.4,5396.090000
1.4,5421.120000
1.4,5664.990000
1.4,5743.350000
1.4,5758.240000
1.4,5841.320000
1.4,5844.930000
1.4,6233.910000
1.4,6239.150000
1.4,6281.750000
1.4,6282.430000
1.4,6290.310000
1.4,6297.300000
1.4,6304.940000
1.4,6309.390000
1.4,6315.940000
1.4,6320.560000
1.4,6326.220000
1.4,6334.640000
1.4,6339.670000
1.4,6343.540000
1.4,6353.580000
1.4,6378.290000
1.4,6391.560000
1.4,6395.950000
1.4,6398.600000
1.4,6406.800000
1.4,6429.900000
1.45,5176.430000
1.45,5286.920000
1.45,5380.860000
1.45,5381.760000
1.45,5417.250000
1.45,5417.550000
1.45,5441.230000
1.45,5452.160000
1.45,5460.640000
1.45,5460.820000
1.45,5471.300000
1.45,5478.120000
1.45,5490.210000
1.45,5506.750000
1.45,5509.290000
1.45,5517.860000
1.45,5523.070000
1.45,5523.760000
1.45,5540.290000
1.45,5544.720000
1.45,5544.920000
1.45,5548.060000
1.45,5559.080000
1.45,5954.550000
1.45,5955.260000
1.45,5957.410000
1.45,5963.320000
1.45,5986.780000
1.45,5993.650000
1.45,5998.820000
1.45,6001.060000
1.45,6004.110000
1.45,6005.440000
1.45,6013.550000
1.45,6013.670000
1.45,6023.250000
1.45,6023.940000
1.45,6026.660000
1.45,6034.440000
1.45,6044.260000
1.45,6047.010000
1.45,6047.410000
1.45,6048.480000
1.45,6048.510000
1.45,6050.840000
1.45,6053.020000
1.45,6055.720000
1.45,6056.050000
1.45,6068.190000
1.45,6072.150000
1.45,6072.520000
1.45,6075.030000
1.45,6075.910000
1.45,6076.570000
1.45,6078.020000
1.45,6080.080000
1.45,6081.010000
1.45,6081.050000
1.45,6083.390000
1.45,6084.220000
1.45,6088.970000
1.45,6092.680000
1.45,6093.700000
1.45,6095.090000
1.45,6096.510000
1.45,6099.890000
1.45,6103.970000
1.45,6122.410000
1.45,6123.620000
1.45,6128.340000
1.45,6129.920000
1.45,6146.980000
1.45,6894.100000
1.45,7017.270000
1.45,7027.780000
1.45,7071.840000
1.45,7093.360000
1.45,7097.040000
1.45,7135.730000
1.45,7158.960000
1.45,7188.650000
1.45,7201.220000
1.45,7237.990000
1.45,7331.250000
1.45,7546.720000
1.45,7547.650000
1.45,7587.150000
1.45,7589.530000
1.45,7604.710000
1.45,7638.020000
1.45,7644.400000
1.45,7648.530000
1.45,7654.470000
1.45,7654.910000
1.45,7655.060000
1.45,7659.090000
1.45,7676.220000
1.45,7684.150000
1.45,7718.120000
1.45,7719.680000
1.5,5917.930000
1.5,5932.960000
1.5,5945.640000
1.5,5956.410000
1.5,5960.610000
1.5,5967.690000
1.5,5975.040000
1.5,5976.700000
1.5,5977.650000
1.5,5988.720000
1.5,5990.880000
1.5,5992.860000
1.5,5998.250000
1.5,5999.360000
1.5,6003.950000
1.5,6006.120000
1.5,6011.310000
1.5,6016.900000
1.5,6021.860000
1.5,6027.440000
1.5,6035.470000
1.5,6036.750000
1.5,6040.250000
1.5,6048.040000
1.5,6054.130000
1.5,6060.950000
1.5,6061.950000
1.5,6063.420000
1.5,6071.300000
1.5,6072.220000
1.5,6076.520000
1.5,6077.310000
1.5,6077.950000
1.5,6079.970000
1.5,6084.370000
1.5,6085.280000
1.5,6089.740000
1.5,6092.280000
1.5,6105.100000
1.5,6107.760000
1.5,6108.550000
1.5,6110.000000
1.5,6113.170000
1.5,6121.670000
1.5,6125.010000
1.5,6125.150000
1.5,6125.930000
1.5,6126.320000
1.5,6127.210000
1.5,6128.620000
1.5,6135.480000
1.5,6145.840000
1.5,6147.310000
1.5,6154.640000
1.5,6161.910000
1.5,6167.480000
1.5,6169.440000
1.5,6186.360000
1.5,6193.280000
1.5,6205.960000
1.5,6229.530000
1.5,6284.790000
1.5,6295.260000
1.5,6340.570000
1.5,6664.850000
1.5,6796.210000
1.5,6823.250000
1.5,6837.910000
1.5,6900.120000
1.5,6931.290000
1.5,6935.190000
1.5,6938.960000
1.5,6948.370000
1.5,6972.150000
1.5,7321.990000
1.5,7486.560000
1.5,7676.370000
1.5,7750.060000
1.5,7766.010000
1.5,7784.330000
1.5,7788.900000
1.5,7803.520000
1.5,7834.100000
1.5,7905.090000
1.5,7949.520000
1.5,7959.690000
1.5,7996.340000
1.5,8029.310000
1.5,8029.810000
1.5,8070.740000
1.5,8197.920000
1.5,8235.220000
1.5,8274.810000
1.5,8302.540000
1.5,8316.280000
1.5,8347.690000
1.5,8427.550000
1.5,8444.330000
1.5,8444.850000
1.5,8489.420000
