L,type,beta,wall_time_s
14,FS,1.4814814814814814,8706.9065
14,FS,1.4814814814814814,9908.148
14,FS,1.4814814814814814,9734.7792
14,FS,1.4814814814814814,9968.6703
14,FS,1.4814814814814814,9468.0305
14,FS,1.5384615384615383,9978.8711
14,FS,1.5384615384615383,8700.5235
14,FS,1.5384615384615383,11421.533
14,FS,1.5384615384615383,11410.223
14,FS,1.5384615384615383,10960.289
14,FS,1.5384615384615383,11619.705
14,FS,1.5384615384615383,9589.2308
14,FS,1.5384615384615383,11245.215
14,FS,1.5384615384615383,8938.6262
14,FS,1.5384615384615383,9668.0236
14,FS,1.5384615384615383,10977.59
14,FS,1.5384615384615383,10360.891
14,FS,1.5384615384615383,10581.935
14,FS,1.5384615384615383,11361.545
14,FS,1.5384615384615383,10771.732
14,FS,1.5384615384615383,12184.328
14,FS,1.5384615384615383,10687.219
14,FS,1.5384615384615383,11374.982
14,FS,1.5384615384615383,9302.8702
14,FS,1.5384615384615383,11373.633
14,nomeas,1.176470588235294,5026.797
14,nomeas,1.176470588235294,5218.693
14,nomeas,1.176470588235294,4973.1818
14,nomeas,1.176470588235294,5307.2598
14,nomeas,1.176470588235294,4964.7913
14,nomeas,1.176470588235294,5298.5415
14,nomeas,1.176470588235294,4980.5446
14,nomeas,1.176470588235294,5354.3052
14,nomeas,1.176470588235294,4993.7698
14,nomeas,1.176470588235294,5261.4043
14,nomeas,1.176470588235294,4986.4861
14,nomeas,1.176470588235294,5330.1038
14,nomeas,1.176470588235294,5269.3152
14,nomeas,1.176470588235294,5178.3969
14,nomeas,1.176470588235294,5253.6677
14,nomeas,1.176470588235294,5294.6683
14,nomeas,1.176470588235294,5922.0228
14,nomeas,1.176470588235294,4971.9254
14,nomeas,1.176470588235294,5184.2128
14,nomeas,1.176470588235294,5065.6706
14,nomeas,1.2121212121212122,5300.3671
14,nomeas,1.2121212121212122,5486.516
14,nomeas,1.2121212121212122,5315.8041
14,nomeas,1.2121212121212122,5525.5775
14,nomeas,1.2121212121212122,5397.9431
14,nomeas,1.2121212121212122,5453.8849
14,nomeas,1.2121212121212122,5255.8828
14,nomeas,1.2121212121212122,5490.1828
14,nomeas,1.2121212121212122,5293.5669
14,nomeas,1.2121212121212122,5464.1341
14,nomeas,1.2121212121212122,5384.5733
14,nomeas,1.2121212121212122,5495.8898
14,nomeas,1.2121212121212122,6584.7366
14,nomeas,1.2121212121212122,5562.5826
14,nomeas,1.2121212121212122,5598.2401
14,nomeas,1.2121212121212122,5473.9407
14,nomeas,1.2121212121212122,5465.7209
14,nomeas,1.2121212121212122,5401.7395
14,nomeas,1.2121212121212122,5644.6307
14,nomeas,1.2121212121212122,5322.4453
14,nomeas,1.25,6288.3242
14,nomeas,1.25,5746.4625
14,nomeas,1.25,5947.3348
14,nomeas,1.25,5760.3953
14,nomeas,1.25,5722.9679
14,nomeas,1.25,5840.3854
14,nomeas,1.25,5735.7963
14,nomeas,1.25,5746.9487
14,nomeas,1.25,5773.0431
14,nomeas,1.25,5771.0552
14,nomeas,1.25,5711.7442
14,nomeas,1.25,5848.3585
14,nomeas,1.25,5855.0574
14,nomeas,1.25,5771.7806
14,nomeas,1.25,7143.3142
14,nomeas,1.25,6958.7697
14,nomeas,1.25,5900.7461
14,nomeas,1.25,5841.8502
14,nomeas,1.25,5999.3536
14,nomeas,1.25,5723.3607
14,nomeas,1.2903225806451613,7980.3167
14,nomeas,1.2903225806451613,6075.8627
14,nomeas,1.2903225806451613,8115.581
14,nomeas,1.2903225806451613,5888.5684
14,nomeas,1.2903225806451613,6256.5525
14,nomeas,1.2903225806451613,6014.4837
14,nomeas,1.2903225806451613,6306.2416
14,nomeas,1.2903225806451613,6182.4655
14,nomeas,1.2903225806451613,8100.0704
14,nomeas,1.2903225806451613,6780.719
14,nomeas,1.2903225806451613,6360.0533
14,nomeas,1.2903225806451613,6127.3397
14,nomeas,1.2903225806451613,6240.1714
14,nomeas,1.2903225806451613,7304.8658
14,nomeas,1.2903225806451613,7247.8901
14,nomeas,1.2903225806451613,6089.641
14,nomeas,1.2903225806451613,7843.9495
14,nomeas,1.2903225806451613,6070.1289
14,nomeas,1.2903225806451613,6304.7154
14,nomeas,1.2903225806451613,6484.0742
14,nomeas,1.3333333333333333,7657.9068
14,nomeas,1.3333333333333333,7213.1375
14,nomeas,1.3333333333333333,7418.6255
14,nomeas,1.3333333333333333,8030.4997
14,nomeas,1.3333333333333333,6312.6747
14,nomeas,1.3333333333333333,6564.3306
14,nomeas,1.3333333333333333,6285.3526
14,nomeas,1.3333333333333333,6796.1418
14,nomeas,1.3333333333333333,7011.8095
14,nomeas,1.3333333333333333,6565.4327
14,nomeas,1.3333333333333333,6340.7367
14,nomeas,1.3333333333333333,7276.543
14,nomeas,1.3333333333333333,7724.4782
14,nomeas,1.3333333333333333,6613.1814
14,nomeas,1.3333333333333333,8466.9044
14,nomeas,1.3333333333333333,8534.4362
14,nomeas,1.3333333333333333,6701.8326
14,nomeas,1.3333333333333333,6431.2479
14,nomeas,1.3333333333333333,6603.4636
14,nomeas,1.3333333333333333,6351.9474
14,nomeas,1.3793103448275863,6764.3619
14,nomeas,1.3793103448275863,7898.7799
14,nomeas,1.3793103448275863,6763.0598
14,nomeas,1.3793103448275863,6991.312
14,nomeas,1.3793103448275863,6722.0197
14,nomeas,1.3793103448275863,8615.9016
14,nomeas,1.3793103448275863,8288.4713
14,nomeas,1.3793103448275863,8950.163
14,nomeas,1.3793103448275863,7745.322
14,nomeas,1.3793103448275863,6904.7453
14,nomeas,1.3793103448275863,9111.7309
14,nomeas,1.3793103448275863,6743.5557
14,nomeas,1.3793103448275863,6787.1568
14,nomeas,1.3793103448275863,6766.6319
14,nomeas,1.3793103448275863,6715.2738
14,nomeas,1.3793103448275863,6766.4062
14,nomeas,1.3793103448275863,8589.4873
14,nomeas,1.3793103448275863,8786.8689
14,nomeas,1.3793103448275863,6791.4993
14,nomeas,1.3793103448275863,8540.3156
14,nomeas,1.4285714285714286,9753.4843
14,nomeas,1.4285714285714286,7724.445
14,nomeas,1.4285714285714286,7799.7467
14,nomeas,1.4285714285714286,7735.163
14,nomeas,1.4285714285714286,9469.2713
14,nomeas,1.4285714285714286,7574.5069
14,nomeas,1.4285714285714286,9648.9294
14,nomeas,1.4285714285714286,9387.2833
14,nomeas,1.4285714285714286,9295.9279
14,nomeas,1.4285714285714286,8875.6095
14,nomeas,1.4285714285714286,8896.7807
14,nomeas,1.4285714285714286,7565.5926
14,nomeas,1.4285714285714286,8079.6325
14,nomeas,1.4285714285714286,7488.036
14,nomeas,1.4285714285714286,8805.3375
14,nomeas,1.4285714285714286,7627.5818
14,nomeas,1.4285714285714286,9798.1032
14,nomeas,1.4285714285714286,9296.3111
14,nomeas,1.4285714285714286,8327.6546
14,nomeas,1.4285714285714286,9144.3815
14,nomeas,1.4814814814814814,9588.6508
14,nomeas,1.4814814814814814,9165.8134
14,nomeas,1.4814814814814814,7669.3681
14,nomeas,1.4814814814814814,8656.0656
14,nomeas,1.4814814814814814,10180.29
14,nomeas,1.4814814814814814,9480.8563
14,nomeas,1.4814814814814814,9740.5747
14,nomeas,1.4814814814814814,8704.0559
14,nomeas,1.4814814814814814,9240.8245
14,nomeas,1.4814814814814814,10077.905
14,nomeas,1.4814814814814814,10562.901
14,nomeas,1.4814814814814814,10442.863
14,nomeas,1.4814814814814814,10132.049
14,nomeas,1.4814814814814814,10542.008
14,nomeas,1.4814814814814814,10392.435
14,nomeas,1.4814814814814814,9071.3987
14,nomeas,1.4814814814814814,9888.2396
14,nomeas,1.4814814814814814,9488.1666
14,nomeas,1.4814814814814814,9604.4212
14,nomeas,1.4814814814814814,10105.048
14,nomeas,1.5384615384615383,10333.4
14,nomeas,1.5384615384615383,10479.026
14,nomeas,1.5384615384615383,10647.56
14,nomeas,1.5384615384615383,10212.873
14,nomeas,1.5384615384615383,10115.151
14,nomeas,1.5384615384615383,10761.977
14,nomeas,1.5384615384615383,10656.082
14,nomeas,1.5384615384615383,10769.393
14,nomeas,1.5384615384615383,9335.5837
14,nomeas,1.5384615384615383,10340.109
14,nomeas,1.5384615384615383,10882.231
14,nomeas,1.5384615384615383,10792.878
14,nomeas,1.5384615384615383,11259.248
14,nomeas,1.5384615384615383,10386.307
14,nomeas,1.5384615384615383,10565.217
14,nomeas,1.5384615384615383,10658.85
14,nomeas,1.5384615384615383,10280.754
14,nomeas,1.5384615384615383,10121.841
14,nomeas,1.5384615384615383,10738.375
14,nomeas,1.5384615384615383,10728.042
16,ES,1.176470588235294,9978.7748
16,ES,1.176470588235294,9852.9171
16,ES,1.176470588235294,9839.9274
16,ES,1.176470588235294,9979.3019
16,ES,1.176470588235294,10044.146
16,ES,1.176470588235294,9704.1271
16,ES,1.176470588235294,10156.585
16,ES,1.176470588235294,10158.819
16,ES,1.176470588235294,9998.6073
16,ES,1.176470588235294,9949.8811
16,ES,1.176470588235294,9877.0367
16,ES,1.176470588235294,9616.345
16,ES,1.176470588235294,10009.547
16,ES,1.176470588235294,9970.5186
16,ES,1.176470588235294,10103.407
16,ES,1.176470588235294,10017.311
16,ES,1.176470588235294,9790.277
16,ES,1.176470588235294,9499.062
16,ES,1.176470588235294,10072.337
16,ES,1.176470588235294,9752.1944
16,ES,1.2121212121212122,10653.862
16,ES,1.2121212121212122,10658.247
16,ES,1.2121212121212122,10816.212
16,ES,1.2121212121212122,10558.36
16,ES,1.2121212121212122,10700.772
16,ES,1.2121212121212122,10535.919
16,ES,1.2121212121212122,10756.765
16,ES,1.2121212121212122,10553.611
16,ES,1.2121212121212122,10758.623
16,ES,1.2121212121212122,10429.381
16,ES,1.2121212121212122,10626.419
16,ES,1.2121212121212122,10435.348
16,ES,1.2121212121212122,10666.816
16,ES,1.2121212121212122,10633.538
16,ES,1.2121212121212122,10690.541
16,ES,1.2121212121212122,10213.393
16,ES,1.2121212121212122,11110.97
16,ES,1.2121212121212122,10494.822
16,ES,1.2121212121212122,11042.802
16,ES,1.2121212121212122,10465.979
16,ES,1.25,11446.933
16,ES,1.25,11310.879
16,ES,1.25,11554.748
16,ES,1.25,11469.035
16,ES,1.25,11570.628
16,ES,1.25,11313.982
16,ES,1.25,11324.85
16,ES,1.25,11249.439
16,ES,1.25,11344.596
16,ES,1.25,11241.617
16,ES,1.25,11606.166
16,ES,1.25,11081.852
16,ES,1.25,11432.966
16,ES,1.25,11328.26
16,ES,1.25,11769.498
16,ES,1.25,11215.691
16,ES,1.25,11541.148
16,ES,1.25,11314.066
16,ES,1.25,11641.198
16,ES,1.25,11459.278
16,ES,1.2903225806451613,11984.387
16,ES,1.2903225806451613,12031.688
16,ES,1.2903225806451613,12238.364
16,ES,1.2903225806451613,12159.777
16,ES,1.2903225806451613,12319.286
16,ES,1.2903225806451613,11709.088
16,ES,1.2903225806451613,12472.748
16,ES,1.2903225806451613,12101.763
16,ES,1.2903225806451613,12022.749
16,ES,1.2903225806451613,12156.294
16,ES,1.2903225806451613,12033.503
16,ES,1.2903225806451613,12135.062
16,ES,1.2903225806451613,12202.308
16,ES,1.2903225806451613,12201.008
16,ES,1.2903225806451613,11878.535
16,ES,1.2903225806451613,11916.991
16,ES,1.2903225806451613,11994.692
16,ES,1.2903225806451613,12088.227
16,ES,1.2903225806451613,11872.568
16,ES,1.2903225806451613,12120.203
16,ES,1.3333333333333333,13203.746
16,ES,1.3333333333333333,12963.65
16,ES,1.3333333333333333,13188.954
16,ES,1.3333333333333333,12585.584
16,ES,1.3333333333333333,13096.21
16,ES,1.3333333333333333,12871.154
16,ES,1.3333333333333333,13077.357
16,ES,1.3333333333333333,12722.204
16,ES,1.3333333333333333,13118.115
16,ES,1.3333333333333333,12700.563
16,ES,1.3333333333333333,12515.953
16,ES,1.3333333333333333,12531.993
16,ES,1.3333333333333333,13315.4
16,ES,1.3333333333333333,12587.867
16,ES,1.3333333333333333,13297.341
16,ES,1.3333333333333333,12484.13
16,ES,1.3333333333333333,13172.41
16,ES,1.3333333333333333,12487.438
16,ES,1.3333333333333333,13625.564
16,ES,1.3333333333333333,12738.363
16,ES,1.3793103448275863,13611.115
16,ES,1.3793103448275863,13468.475
16,ES,1.3793103448275863,13451.626
16,ES,1.3793103448275863,13542.461
16,ES,1.3793103448275863,13652.411
16,ES,1.3793103448275863,13632.183
16,ES,1.3793103448275863,13450.459
16,ES,1.3793103448275863,13721.751
16,ES,1.3793103448275863,13379.294
16,ES,1.3793103448275863,13883.388
16,ES,1.3793103448275863,13645.312
16,ES,1.3793103448275863,13822.113
16,ES,1.3793103448275863,13585.017
16,ES,1.3793103448275863,13548.357
16,ES,1.3793103448275863,13045.707
16,ES,1.3793103448275863,13569.49
16,ES,1.3793103448275863,13775.175
16,ES,1.3793103448275863,13752.069
16,ES,1.3793103448275863,12830.04
16,ES,1.3793103448275863,13337.416
16,ES,1.4285714285714286,15063.17
16,ES,1.4285714285714286,14809.219
16,ES,1.4285714285714286,14827.404
16,ES,1.4285714285714286,14133.815
16,ES,1.4285714285714286,14373.993
16,ES,1.4285714285714286,14415.868
16,ES,1.4285714285714286,15299.646
16,ES,1.4285714285714286,14517.752
16,ES,1.4285714285714286,14507.703
16,ES,1.4285714285714286,14305.995
16,ES,1.4285714285714286,14934.601
16,ES,1.4285714285714286,15082.899
16,ES,1.4285714285714286,14348.754
16,ES,1.4285714285714286,14240.271
16,ES,1.4285714285714286,14903.435
16,ES,1.4285714285714286,14189.643
16,ES,1.4285714285714286,14806.987
16,ES,1.4285714285714286,14470.172
16,ES,1.4285714285714286,14772.556
16,ES,1.4285714285714286,14471.835
16,ES,1.4814814814814814,16003.26
16,ES,1.4814814814814814,15735.661
16,ES,1.4814814814814814,15272.229
16,ES,1.4814814814814814,15546.518
16,ES,1.4814814814814814,15259.665
16,ES,1.4814814814814814,15581.279
16,ES,1.4814814814814814,15884.944
16,ES,1.4814814814814814,15554.452
16,ES,1.4814814814814814,15863.708
16,ES,1.4814814814814814,15660.594
16,ES,1.4814814814814814,15947.366
16,ES,1.4814814814814814,15360.744
16,ES,1.4814814814814814,15548.594
16,ES,1.4814814814814814,15470.847
16,ES,1.4814814814814814,15329.781
16,ES,1.4814814814814814,15514.917
16,ES,1.4814814814814814,15793.09
16,ES,1.4814814814814814,15651.876
16,ES,1.4814814814814814,15533.523
16,ES,1.4814814814814814,15301.405
16,ES,1.5384615384615383,16886.189
16,ES,1.5384615384615383,16913.672
16,ES,1.5384615384615383,16925.019
16,ES,1.5384615384615383,16812.336
16,ES,1.5384615384615383,17372.808
16,ES,1.5384615384615383,16874.325
16,ES,1.5384615384615383,17098.747
16,ES,1.5384615384615383,16853.004
16,ES,1.5384615384615383,16902.126
16,ES,1.5384615384615383,17117.42
16,ES,1.5384615384615383,16660.482
16,ES,1.5384615384615383,16539.312
16,ES,1.5384615384615383,16957.758
16,ES,1.5384615384615383,16768.715
16,ES,1.5384615384615383,16790.144
16,ES,1.5384615384615383,16799.263
16,ES,1.5384615384615383,16997.349
16,ES,1.5384615384615383,16680.347
16,ES,1.5384615384615383,16741.879
16,ES,1.5384615384615383,16840.789
16,FS,1.176470588235294,9919.7878
16,FS,1.176470588235294,9757.124
16,FS,1.176470588235294,10451.802
16,FS,1.176470588235294,9920.1526
16,FS,1.176470588235294,10392.716
16,FS,1.176470588235294,10168.121
16,FS,1.176470588235294,10341.709
16,FS,1.176470588235294,9997.6252
16,FS,1.176470588235294,10503.607
16,FS,1.176470588235294,9938.945
16,FS,1.176470588235294,10307.289
16,FS,1.176470588235294,9569.486
16,FS,1.176470588235294,10441.708
16,FS,1.176470588235294,9595.7868
16,FS,1.176470588235294,10199.934
16,FS,1.176470588235294,10186.314
16,FS,1.176470588235294,10384.388
16,FS,1.176470588235294,10205.005
16,FS,1.176470588235294,10425.136
16,FS,1.176470588235294,9983.5844
16,FS,1.2121212121212122,11136.398
16,FS,1.2121212121212122,10628.482
16,FS,1.2121212121212122,11143.789
16,FS,1.2121212121212122,10835.421
16,FS,1.2121212121212122,11265.678
16,FS,1.2121212121212122,10727.911
16,FS,1.2121212121212122,11313.183
16,FS,1.2121212121212122,10843.616
16,FS,1.2121212121212122,11494.772
16,FS,1.2121212121212122,10485.056
16,FS,1.2121212121212122,10933.028
16,FS,1.2121212121212122,10544.308
16,FS,1.2121212121212122,11041.944
16,FS,1.2121212121212122,11030.326
16,FS,1.2121212121212122,11069.184
16,FS,1.2121212121212122,10755.883
16,FS,1.2121212121212122,10602.953
16,FS,1.2121212121212122,10589.055
16,FS,1.2121212121212122,10988.292
16,FS,1.2121212121212122,10551.118
16,FS,1.25,11913.758
16,FS,1.25,11569.986
16,FS,1.25,11962.667
16,FS,1.25,11278.086
16,FS,1.25,12151.405
16,FS,1.25,11678.198
16,FS,1.25,11708.435
16,FS,1.25,11543.959
16,FS,1.25,11953.308
16,FS,1.25,11521.743
16,FS,1.25,12287.71
16,FS,1.25,11796.773
16,FS,1.25,12073.923
16,FS,1.25,11533.938
16,FS,1.25,11961.354
16,FS,1.25,11665.66
16,FS,1.25,11564.05
16,FS,1.25,11202.349
16,FS,1.25,12097.101
16,FS,1.25,11630.631
16,FS,1.2903225806451613,12381.117
16,FS,1.2903225806451613,12156.96
16,FS,1.2903225806451613,11962.837
16,FS,1.2903225806451613,11985.064
16,FS,1.2903225806451613,12258.402
16,FS,1.2903225806451613,12168.471
16,FS,1.2903225806451613,12364.632
16,FS,1.2903225806451613,11914.738
16,FS,1.2903225806451613,12351.957
16,FS,1.2903225806451613,12176.346
16,FS,1.2903225806451613,12077.427
16,FS,1.2903225806451613,12351.26
16,FS,1.2903225806451613,12508.881
16,FS,1.2903225806451613,12184.839
16,FS,1.2903225806451613,12067.402
16,FS,1.2903225806451613,12306.076
16,FS,1.2903225806451613,12488.684
16,FS,1.2903225806451613,11719.574
16,FS,1.2903225806451613,11954.185
16,FS,1.2903225806451613,11852.74
16,FS,1.3333333333333333,13599.767
16,FS,1.3333333333333333,13342.674
16,FS,1.3333333333333333,13318.966
16,FS,1.3333333333333333,13284.646
16,FS,1.3333333333333333,13757.85
16,FS,1.3333333333333333,13146.669
16,FS,1.3333333333333333,13347.991
16,FS,1.3333333333333333,13387.887
16,FS,1.3333333333333333,14031.109
16,FS,1.3333333333333333,13234.695
16,FS,1.3333333333333333,13430.165
16,FS,1.3333333333333333,12608.529
16,FS,1.3333333333333333,13603.344
16,FS,1.3333333333333333,13387.329
16,FS,1.3333333333333333,13448.561
16,FS,1.3333333333333333,13017.305
16,FS,1.3333333333333333,13442.245
16,FS,1.3333333333333333,12971.097
16,FS,1.3333333333333333,13954.158
16,FS,1.3333333333333333,12915.591
16,FS,1.3793103448275863,13866.816
16,FS,1.3793103448275863,13195.801
16,FS,1.3793103448275863,13831.78
16,FS,1.3793103448275863,14071.599
16,FS,1.3793103448275863,13441.312
16,FS,1.3793103448275863,14141.623
16,FS,1.3793103448275863,13998.317
16,FS,1.3793103448275863,14173.988
16,FS,1.3793103448275863,14018.795
16,FS,1.3793103448275863,13990.386
16,FS,1.3793103448275863,13876.557
16,FS,1.3793103448275863,13847.704
16,FS,1.3793103448275863,13920.484
16,FS,1.3793103448275863,13711.15
16,FS,1.3793103448275863,14089.069
16,FS,1.3793103448275863,13825.379
16,FS,1.3793103448275863,13945.527
16,FS,1.3793103448275863,13347.47
16,FS,1.3793103448275863,13925.264
16,FS,1.3793103448275863,14586.437
16,FS,1.4285714285714286,15654.425
16,FS,1.4285714285714286,14660.753
16,FS,1.4285714285714286,15321.806
16,FS,1.4285714285714286,14685.284
16,FS,1.4285714285714286,15197.082
16,FS,1.4285714285714286,14697.442
16,FS,1.4285714285714286,15168.476
16,FS,1.4285714285714286,15373.687
16,FS,1.4285714285714286,15468.627
16,FS,1.4285714285714286,15077.626
16,FS,1.4285714285714286,15041.131
16,FS,1.4285714285714286,15101.824
16,FS,1.4285714285714286,15409.653
16,FS,1.4285714285714286,15046.976
16,FS,1.4285714285714286,15109.256
16,FS,1.4285714285714286,14744.413
16,FS,1.4285714285714286,15786.707
16,FS,1.4285714285714286,15022.09
16,FS,1.4285714285714286,15088.352
16,FS,1.4285714285714286,14956.567
16,FS,1.4814814814814814,16029.864
16,FS,1.4814814814814814,15568.643
16,FS,1.4814814814814814,15883.364
16,FS,1.4814814814814814,15780.155
16,FS,1.4814814814814814,15832.447
16,FS,1.4814814814814814,16156.167
16,FS,1.4814814814814814,16274.524
16,FS,1.4814814814814814,15957.876
16,FS,1.4814814814814814,15963.918
16,FS,1.4814814814814814,16376.613
16,FS,1.4814814814814814,16129.365
16,FS,1.4814814814814814,16050.823
16,FS,1.4814814814814814,16101.724
16,FS,1.4814814814814814,16041.113
16,FS,1.4814814814814814,16304.928
16,FS,1.4814814814814814,16442.909
16,FS,1.4814814814814814,15905.492
16,FS,1.4814814814814814,15694.109
16,FS,1.4814814814814814,15986.157
16,FS,1.4814814814814814,16483.341
16,FS,1.5384615384615383,17371.724
16,FS,1.5384615384615383,17271.156
16,FS,1.5384615384615383,17470.023
16,FS,1.5384615384615383,16885.984
16,FS,1.5384615384615383,17145.176
16,FS,1.5384615384615383,17308.048
16,FS,1.5384615384615383,17037.233
16,FS,1.5384615384615383,17224.215
16,FS,1.5384615384615383,17477.798
16,FS,1.5384615384615383,16963.941
16,FS,1.5384615384615383,17132.221
16,FS,1.5384615384615383,17490.106
16,FS,1.5384615384615383,17625.293
16,FS,1.5384615384615383,17492.685
16,FS,1.5384615384615383,17546.485
16,FS,1.5384615384615383,17266.792
16,FS,1.5384615384615383,16659.966
16,FS,1.5384615384615383,16880.785
16,FS,1.5384615384615383,17530.422
16,FS,1.5384615384615383,17575.278
16,nomeas,1.176470588235294,9921.3303
16,nomeas,1.176470588235294,9883.4553
16,nomeas,1.176470588235294,10086.301
16,nomeas,1.176470588235294,9372.6519
16,nomeas,1.176470588235294,9826.1923
16,nomeas,1.176470588235294,9964.1322
16,nomeas,1.176470588235294,9636.6303
16,nomeas,1.176470588235294,9840.9048
16,nomeas,1.176470588235294,10052.322
16,nomeas,1.176470588235294,9895.0315
16,nomeas,1.176470588235294,10070.524
16,nomeas,1.176470588235294,9502.2549
16,nomeas,1.176470588235294,10160.275
16,nomeas,1.176470588235294,10127.555
16,nomeas,1.176470588235294,10199.752
16,nomeas,1.176470588235294,9974.8802
16,nomeas,1.176470588235294,9914.4029
16,nomeas,1.176470588235294,10258.244
16,nomeas,1.176470588235294,9805.2333
16,nomeas,1.176470588235294,10200.872
16,nomeas,1.2121212121212122,10853.502
16,nomeas,1.2121212121212122,10299.419
16,nomeas,1.2121212121212122,10771.46
16,nomeas,1.2121212121212122,10644.872
16,nomeas,1.2121212121212122,10766.533
16,nomeas,1.2121212121212122,10248.699
16,nomeas,1.2121212121212122,10589.505
16,nomeas,1.2121212121212122,10864.353
16,nomeas,1.2121212121212122,10671.873
16,nomeas,1.2121212121212122,10450.275
16,nomeas,1.2121212121212122,10710.978
16,nomeas,1.2121212121212122,10951.455
16,nomeas,1.2121212121212122,10627.418
16,nomeas,1.2121212121212122,10928.4
16,nomeas,1.2121212121212122,10820.716
16,nomeas,1.2121212121212122,11027.685
16,nomeas,1.2121212121212122,10401.836
16,nomeas,1.2121212121212122,10531.989
16,nomeas,1.2121212121212122,10440.344
16,nomeas,1.2121212121212122,10223.03
16,nomeas,1.25,11692.292
16,nomeas,1.25,11503.638
16,nomeas,1.25,11524.681
16,nomeas,1.25,11198.66
16,nomeas,1.25,11317.652
16,nomeas,1.25,11533.503
16,nomeas,1.25,11863.075
16,nomeas,1.25,11415.288
16,nomeas,1.25,11409.836
16,nomeas,1.25,11658.559
16,nomeas,1.25,11637.435
16,nomeas,1.25,11657.887
16,nomeas,1.25,11580.817
16,nomeas,1.25,11472.389
16,nomeas,1.25,11700.908
16,nomeas,1.25,11795.702
16,nomeas,1.25,11169.037
16,nomeas,1.25,11880.426
16,nomeas,1.25,11802.618
16,nomeas,1.25,11821.808
16,nomeas,1.2903225806451613,11990.217
16,nomeas,1.2903225806451613,11590.753
16,nomeas,1.2903225806451613,12073.339
16,nomeas,1.2903225806451613,12281.192
16,nomeas,1.2903225806451613,11868.744
16,nomeas,1.2903225806451613,11625.8
16,nomeas,1.2903225806451613,12038.461
16,nomeas,1.2903225806451613,11960.717
16,nomeas,1.2903225806451613,11970.978
16,nomeas,1.2903225806451613,11581.387
16,nomeas,1.2903225806451613,11860.058
16,nomeas,1.2903225806451613,11985.251
16,nomeas,1.2903225806451613,11821.929
16,nomeas,1.2903225806451613,11837.895
16,nomeas,1.2903225806451613,11862.438
16,nomeas,1.2903225806451613,12011.184
16,nomeas,1.2903225806451613,12018.432
16,nomeas,1.2903225806451613,11937.147
16,nomeas,1.2903225806451613,12324.124
16,nomeas,1.2903225806451613,12455.389
16,nomeas,1.3333333333333333,13121.136
16,nomeas,1.3333333333333333,12861.222
16,nomeas,1.3333333333333333,13013.015
16,nomeas,1.3333333333333333,12468.693
16,nomeas,1.3333333333333333,13414.746
16,nomeas,1.3333333333333333,12830.916
16,nomeas,1.3333333333333333,12856.718
16,nomeas,1.3333333333333333,13070.155
16,nomeas,1.3333333333333333,12985.076
16,nomeas,1.3333333333333333,12602.703
16,nomeas,1.3333333333333333,12939.281
16,nomeas,1.3333333333333333,13241.79
16,nomeas,1.3333333333333333,13328.554
16,nomeas,1.3333333333333333,13168.36
16,nomeas,1.3333333333333333,13149.09
16,nomeas,1.3333333333333333,13369.337
16,nomeas,1.3333333333333333,12396.153
16,nomeas,1.3333333333333333,13009.857
16,nomeas,1.3333333333333333,12836.127
16,nomeas,1.3333333333333333,12568.226
16,nomeas,1.3793103448275863,13416.949
16,nomeas,1.3793103448275863,13419.982
16,nomeas,1.3793103448275863,13268.529
16,nomeas,1.3793103448275863,13969.064
16,nomeas,1.3793103448275863,13438.775
16,nomeas,1.3793103448275863,13822.847
16,nomeas,1.3793103448275863,13465.569
16,nomeas,1.3793103448275863,13171.007
16,nomeas,1.3793103448275863,13215.208
16,nomeas,1.3793103448275863,13259.955
16,nomeas,1.3793103448275863,13654.101
16,nomeas,1.3793103448275863,13557.304
16,nomeas,1.3793103448275863,13439.1
16,nomeas,1.3793103448275863,13544.02
16,nomeas,1.3793103448275863,13420.551
16,nomeas,1.3793103448275863,13127.823
16,nomeas,1.3793103448275863,13547.114
16,nomeas,1.3793103448275863,13478.527
16,nomeas,1.3793103448275863,13401.347
16,nomeas,1.3793103448275863,13055.869
16,nomeas,1.4285714285714286,14843.603
16,nomeas,1.4285714285714286,14582.176
16,nomeas,1.4285714285714286,15102.87
16,nomeas,1.4285714285714286,14389.551
16,nomeas,1.4285714285714286,14363.455
16,nomeas,1.4285714285714286,14342.08
16,nomeas,1.4285714285714286,14733.863
16,nomeas,1.4285714285714286,14123.538
16,nomeas,1.4285714285714286,14841.779
16,nomeas,1.4285714285714286,14093.805
16,nomeas,1.4285714285714286,14721.272
16,nomeas,1.4285714285714286,14783.852
16,nomeas,1.4285714285714286,14993.681
16,nomeas,1.4285714285714286,15072.981
16,nomeas,1.4285714285714286,14932.666
16,nomeas,1.4285714285714286,15083.485
16,nomeas,1.4285714285714286,14267.629
16,nomeas,1.4285714285714286,14914.307
16,nomeas,1.4285714285714286,14254.742
16,nomeas,1.4285714285714286,14699.359
16,nomeas,1.4814814814814814,15576.429
16,nomeas,1.4814814814814814,15568.27
16,nomeas,1.4814814814814814,15590.358
16,nomeas,1.4814814814814814,15816.359
16,nomeas,1.4814814814814814,15069.24
16,nomeas,1.4814814814814814,15877.192
16,nomeas,1.4814814814814814,15727.768
16,nomeas,1.4814814814814814,15660.966
16,nomeas,1.4814814814814814,15788.614
16,nomeas,1.4814814814814814,15997.444
16,nomeas,1.4814814814814814,16163.108
16,nomeas,1.4814814814814814,15613.839
