filename,kind,beta,Tsteps,steps,stepsPerMeasurement,Nbins,nprocs,rank0_time_s,rank1_time_s,rank2_time_s,rank3_time_s,rank4_time_s,rank5_time_s,rank6_time_s,rank7_time_s,rank8_time_s,rank9_time_s,rank10_time_s,rank11_time_s,rank12_time_s,rank13_time_s,rank14_time_s,rank15_time_s,rank16_time_s,rank17_time_s,rank18_time_s,rank19_time_s,rank20_time_s,rank21_time_s,rank22_time_s,rank23_time_s,rank24_time_s,rank25_time_s,rank26_time_s,rank27_time_s,rank28_time_s,rank29_time_s,rank30_time_s,rank31_time_s,rank32_time_s,rank33_time_s,rank34_time_s,rank35_time_s,rank36_time_s,rank37_time_s,rank38_time_s,rank39_time_s,rank40_time_s,rank41_time_s,rank42_time_s,rank43_time_s,rank44_time_s,rank45_time_s,rank46_time_s,rank47_time_s,rank48_time_s,rank49_time_s,total_mean_q,total_max_q,total_mean_sgnW,total_std_sgnW,wall_clock_seconds,total_elapsed_cpu_seconds
tfim_fidsus-beta_0.8862069.out,fidsus,0.886207,1000000,10000000,1000,100,50,45.5875,45.255,45.6431,45.0394,45.5606,68.8737,45.7942,45.2592,45.6054,45.2343,46.52,46.5892,46.2474,46.1726,46.3632,46.3171,46.3201,46.0703,46.0975,46.4153,46.4606,46.3539,46.5015,46.3495,46.3363,45.9095,46.3351,46.1516,46.385,46.1735,46.3685,46.3797,46.4597,46.4464,46.3701,46.2899,46.3369,46.2846,46.2713,46.4633,46.2387,46.1949,57.3252,46.2547,46.1399,46.2812,46.2641,46.2262,46.2475,46.1814,5.237724,28.0,1.0,0.0,68.876034,2340.94602
tfim_fidsus-beta_0.95172414.out,fidsus,0.951724,1000000,10000000,1000,100,50,48.2974,47.8502,48.2119,47.9565,48.1241,47.7629,48.0261,47.7179,48.1551,47.6434,48.8619,48.971,49.0916,48.6621,48.9548,49.3346,49.0191,49.1434,49.1986,48.9519,49.1182,48.8373,49.2115,49.052,49.1137,48.9726,48.8381,48.9046,49.1329,49.0294,49.0985,49.043,49.1503,49.1202,48.8014,48.8255,48.9676,72.5183,48.9325,49.1393,49.8176,48.96,75.031,48.7093,48.9108,48.9617,49.2017,49.0163,49.1468,49.0117,5.60602,28.0,1.0,0.0,75.0334107,2490.50835
tfim_fidsus-beta_1.01724138.out,fidsus,1.01724,1000000,10000000,1000,100,50,54.0866,51.4263,51.7683,51.2007,51.7358,51.3151,51.7235,51.2148,52.2796,51.1293,52.482,52.3944,52.7214,52.3557,52.6926,52.4848,52.6473,52.2328,52.4263,52.5823,52.2493,52.5167,52.6395,71.1086,52.6479,52.5196,52.6314,52.7262,52.7619,52.4502,52.7233,52.6628,62.9897,52.672,52.6634,52.2898,52.6347,52.7413,52.2168,52.4517,52.3089,52.6298,52.7478,72.4963,52.4622,52.3073,52.5821,52.2095,52.3662,52.5559,5.953128,28.0,1.0,0.0,72.4987073,2667.86258
tfim_fidsus-beta_1.08275862.out,fidsus,1.08276,1000000,10000000,1000,100,50,55.621,55.2143,55.1538,55.4322,55.0871,55.2594,55.3063,55.3392,71.7161,83.7336,55.447,55.302,55.334,55.2806,68.8423,55.536,55.6406,55.5046,55.6901,55.5094,55.2802,55.2573,73.7629,55.5625,55.2944,59.3181,55.2086,55.5541,55.1262,55.698,55.3426,55.6337,55.691,55.6479,55.3323,55.5088,73.9643,55.2828,55.4624,55.716,55.2699,55.4597,55.078,55.298,55.1647,55.3897,55.5416,55.3155,55.4161,55.2511,6.316028,30.0,1.0,0.0,83.7357754,2868.77798
tfim_fidsus-beta_1.14827586.out,fidsus,1.14828,1000000,10000000,1000,100,50,58.2563,75.3793,58.4617,58.3109,58.562,58.1126,66.593,58.2872,88.4789,58.3391,58.6168,67.339,58.2118,58.2046,58.6141,58.606,88.3588,85.1335,58.3266,58.3282,58.0274,58.4933,58.2195,75.5021,58.6365,58.1273,58.1923,58.2401,58.4122,58.4305,58.377,58.5058,58.492,58.6218,58.3229,58.4373,58.3612,58.2891,58.196,58.511,58.0782,58.3303,58.0533,81.5241,85.6622,58.252,63.1876,58.2618,58.3292,58.2079,6.686624,32.0,1.0,0.0,88.4812495,3110.8024
tfim_fidsus-beta_1.2137931.out,fidsus,1.21379,1000000,10000000,1000,100,50,61.0229,61.1509,61.5646,61.0999,64.1316,61.1315,61.045,61.1101,93.2864,61.2177,61.6434,61.3546,66.5486,62.426,72.3189,89.9715,61.4912,90.81,65.4803,61.5932,61.6528,61.8485,61.9218,79.7613,61.8569,61.4588,61.683,69.7268,61.5948,61.4157,63.0857,70.2832,93.8545,61.9702,61.302,61.4401,64.7597,84.5801,85.6536,65.3093,65.2521,90.7872,72.6542,61.6332,61.5445,77.4669,61.6449,65.3421,92.2666,61.6867,7.048952,32.0,1.0,0.0,93.856542,3405.83564
tfim_fidsus-beta_1.27931034.out,fidsus,1.27931,1000000,10000000,1000,100,50,64.5899,84.9909,64.5077,81.9867,64.1235,63.7969,74.3601,63.6936,82.6843,91.6769,80.8918,94.9225,81.0658,97.0543,69.3503,95.5028,99.1919,73.984,70.8896,67.8138,77.417,64.9137,96.5177,65.5566,77.5269,90.1894,69.8534,65.0696,86.5312,89.43,88.1742,67.5262,85.4932,79.5982,85.4214,88.3935,97.8784,64.9929,65.1986,84.126,68.8538,98.9769,64.7173,78.2556,69.2272,64.9839,69.4416,91.5779,64.7507,91.8086,7.425536,32.0,1.0,0.0,99.1940357,3919.47856
tfim_fidsus-beta_1.34482759.out,fidsus,1.34483,1000000,10000000,1000,100,50,84.3422,66.2936,95.3458,95.7215,80.0918,101.063,100.575,98.2674,76.9304,97.396,67.9716,67.6278,67.4159,98.1405,96.8908,98.3372,99.3714,67.3308,67.6095,96.5797,90.1112,92.3973,86.0453,89.8078,74.7436,98.1334,98.8646,85.3955,67.4895,67.3501,73.7183,102.431,101.618,101.826,85.7581,87.4841,83.981,93.9335,91.9735,89.948,86.7518,99.2255,83.3174,100.971,89.6075,92.2232,77.6414,89.7069,97.249,67.7293,7.798484,32.0,1.0,0.0,102.433689,4370.73544
tfim_fidsus-beta_1.41034483.out,fidsus,1.41034,1000000,10000000,1000,100,50,70.7067,103.62,106.946,81.8388,100.474,96.0094,95.0711,86.5113,106.691,103.546,109.021,105.876,107.187,78.0185,92.3135,71.3238,95.5398,102.957,104.822,105.282,99.0136,107.04,97.9018,106.924,92.6437,104.968,107.756,89.9743,103.067,101.057,106.469,106.295,90.7075,78.7027,104.47,71.9555,105.637,107.98,103.718,105.402,71.3568,102.733,78.1609,95.8094,100.877,106.056,106.855,89.3408,91.6768,107.97,8.174008,32.0,1.0,0.0,109.023731,4866.27209
tfim_fidsus-beta_1.47586207.out,fidsus,1.47586,1000000,10000000,1000,100,50,103.917,108.304,99.0877,111.397,104.077,73.3528,104.525,110.806,109.847,105.585,102.921,105.269,112.107,110.538,106.514,110.265,111.053,108.64,110.694,105.144,100.261,112.799,109.575,104.964,112.806,107.545,107.183,106.349,109.382,108.59,106.165,108.233,93.9571,111.949,112.141,110.008,104.753,107.821,112.032,101.134,106.522,102.774,103.249,107.949,111.124,88.0855,102.784,96.7574,101.438,103.408,8.5499,36.0,1.0,0.0,112.807667,5285.7805
tfim_fidsus-beta_1.54137931.out,fidsus,1.54138,1000000,10000000,1000,100,50,117.018,110.042,113.523,114.968,101.556,116.678,116.88,106.021,116.878,116.36,109.165,114.706,112.721,116.069,105.358,117.324,118.007,115.894,117.376,118.503,112.316,117.177,115.319,116.468,104.545,117.344,116.752,117.732,109.071,116.88,114.525,112.776,113.12,116.791,112.527,117.877,115.824,112.451,115.158,116.568,113.419,117.025,116.88,117.232,115.259,117.326,117.885,92.4826,114.392,115.797,8.912144,34.0,1.0,0.0,118.505434,5703.9639
tfim_fidsus-beta_1.60689655.out,fidsus,1.6069,1000000,10000000,1000,100,50,112.134,116.739,122.666,118.849,120.654,118.734,117.551,122.322,123.479,119.021,105.84,122.948,120.029,120.334,118.864,115.095,121.7,119.798,120.692,123.489,107.009,120.667,121.922,120.496,124.38,118.368,120.505,122.536,121.228,121.091,121.209,123.055,116.969,121.916,119.576,120.588,122.5,120.805,114.351,118.777,123.367,121.413,121.906,119.387,120.397,121.874,121.854,121.002,122.833,122.657,9.277356,34.0,1.0,0.0,124.382133,5995.57157
tfim_fidsus-beta_1.67241379.out,fidsus,1.67241,1000000,10000000,1000,100,50,120.224,122.175,128.163,117.528,123.374,126.419,124.789,126.52,122.116,124.061,124.856,124.357,123.935,126.772,129.002,128.565,127.689,121.371,127.474,129.274,128.454,126.905,128.392,125.92,128.148,115.726,128.249,128.175,126.396,127.67,122.913,127.706,127.296,127.616,127.807,124.783,128.794,126.011,125.825,127.38,127.261,126.307,125.926,126.704,127.962,128.487,125.12,127.304,126.162,127.724,9.65846,36.0,1.0,0.0,129.27664,6297.78829
tfim_fidsus-beta_1.73793103.out,fidsus,1.73793,1000000,10000000,1000,100,50,131.616,128.211,130.671,131.815,131.685,127.411,128.883,129.656,130.541,130.003,133.597,133.923,133.13,133.453,132.159,128.156,132.789,130.224,132.922,132.233,132.984,130.818,130.741,129.643,131.179,132.144,126.614,128.876,133.002,129.867,130.333,132.385,131.335,133.397,133.201,133.162,132.384,132.97,132.434,131.346,132.651,133.19,133.048,131.673,131.884,132.959,133.547,133.612,132.783,130.358,10.04088,36.0,1.0,0.0,133.924982,6577.60223
tfim_fidsus-beta_1.80344828.out,fidsus,1.80345,1000000,10000000,1000,100,50,137.042,136.558,137.391,136.178,137.115,136.2,136.366,133.639,138.28,135.65,137.111,136.486,137.887,137.351,138.79,136.566,137.07,136.234,136.78,138.211,138.697,138.127,137.713,137.235,135.593,136.877,137.704,137.391,137.437,135.79,136.918,138.429,137.005,138.253,137.637,138.471,138.494,137.501,138.243,138.879,137.005,137.761,137.966,137.892,136.873,134.899,134.435,136.841,137.376,133.331,10.4264,42.0,1.0,0.0,138.880869,6853.67731
tfim_fidsus-beta_1.86896552.out,fidsus,1.86897,1000000,10000000,1000,100,50,141.249,142.105,141.951,140.529,142.407,141.018,141.737,141.838,142.639,142.187,144.12,143.684,143.644,142.505,143.89,142.088,142.867,144.281,140.538,143.922,143.418,144.591,143.376,143.113,140.796,141.901,142.559,143.481,142.962,143.364,141.644,143.558,143.062,143.119,142.4,143.663,143.549,140.869,142.803,141.028,142.361,143.935,142.918,141.149,141.346,143.848,140.183,142.34,140.238,142.992,10.79746,40.0,1.0,0.0,144.593242,7125.76191
tfim_fidsus-beta_1.93448276.out,fidsus,1.93448,1000000,10000000,1000,100,50,147.452,148.262,147.834,148.248,146.561,147.383,147.725,147.72,149.053,147.273,148.942,149.049,149.946,148.177,149.075,148.605,148.77,147.782,149.219,148.476,149.768,148.573,148.555,151.766,149.754,149.104,148.771,148.49,149.731,147.715,148.584,147.185,149.879,149.241,146.989,149.966,149.583,148.378,149.354,149.155,148.567,149.468,146.372,148.411,148.789,148.666,149.367,149.582,148.995,148.957,11.174508,40.0,1.0,0.0,151.768471,7433.27172
tfim_fidsus-beta_2.0.out,fidsus,2,1000000,10000000,1000,100,50,152.944,153.218,155.026,154.258,155.393,152.963,154.102,154.848,154.995,154.513,155.464,154.095,156.103,154.963,154.834,156.311,154.723,154.526,156.205,155.088,156.15,154.58,155.55,154.81,155.448,155.073,154.836,156.52,155.258,154.232,154.228,155.661,156.161,155.234,156.102,156.059,155.959,154.838,155.276,155.049,155.18,155.554,155.141,154.959,155.589,154.963,155.774,155.915,155.154,154.513,11.557056,38.0,1.0,0.0,156.522931,7754.33532
tfim_fidsus-beta_4.0.out,fidsus,4,1000000,10000000,1000,100,50,419.079,433.126,422.425,424.153,433.146,535.478,539.3,428.035,444.742,430.641,435.742,424.108,484.713,441.696,428.609,439.385,453.625,446.354,516.758,421.977,425.376,473.237,424.456,420.651,444.781,445.921,430.333,441.142,414.385,437.489,441.215,413.01,434.161,442.65,443.766,427.691,429.533,430.186,443.6,430.578,416.226,415.522,420.973,479.859,434.646,437.71,434.389,442.358,445.057,427.903,23.12228,66.0,1.0,0.0,539.302579,22051.8979
